timestamp,user_id,event_type,resource,src_ip,status
2026-09-02T03:15:10.064902,user_nightowl,login,/api/login,,success
2026-09-02T15:49:10.064902,user_2,login,/api/data,10.0.0.2,success
2026-09-02T15:51:10.064902,user_12,logout,/api/data,10.0.1.50,success
2026-09-02T15:58:10.064902,user_18,write,/api/data,10.0.1.50,success
2026-09-02T15:59:10.064902,user_20,login,/api/profile,10.0.0.1,success
2026-09-02T16:05:10.064902,user_4,read,/api/data,10.0.1.50,success
2026-09-02T16:11:10.064902,user_11,write,/api/data,10.0.0.2,success
2026-09-02T16:17:10.064902,user_2,logout,/api/profile,10.0.1.50,success
2026-09-02T16:21:10.064902,user_2,read,/api/profile,10.0.0.1,success
2026-09-02T16:28:10.064902,user_6,login,/api/profile,10.0.1.50,success
2026-09-02T16:36:10.064902,user_12,logout,/api/data,10.0.0.1,success
2026-09-02T16:44:10.064902,user_14,logout,/api/data,10.0.0.1,success
2026-09-02T16:53:10.064902,user_11,read,/api/profile,10.0.0.1,success
2026-09-02T17:01:10.064902,user_20,logout,/api/profile,10.0.1.50,success
2026-09-02T17:02:10.064902,user_11,write,/api/profile,10.0.0.1,success
2026-09-02T17:12:10.064902,user_13,write,/api/profile,10.0.0.1,success
2026-09-02T17:18:10.064902,user_4,write,/api/data,10.0.1.50,success
2026-09-02T17:28:10.064902,user_8,write,/api/profile,10.0.0.1,success
2026-09-02T17:37:10.064902,user_13,write,/api/data,10.0.0.2,success
2026-09-02T17:47:10.064902,user_7,logout,/api/data,10.0.1.50,success
2026-09-02T17:48:10.064902,user_19,logout,/api/profile,10.0.0.2,success
2026-09-02T17:53:10.064902,user_17,read,/api/profile,10.0.0.1,success
2026-09-02T18:02:10.064902,user_15,read,/api/data,10.0.0.2,success
2026-09-02T18:08:10.064902,user_6,login,/api/profile,10.0.0.2,success
2026-09-02T18:09:10.064902,user_7,logout,/api/data,10.0.0.2,success
2026-09-02T18:13:10.064902,user_20,write,/api/data,10.0.0.1,success
2026-09-02T18:14:10.064902,user_7,write,/api/profile,10.0.1.50,success
2026-09-02T18:22:10.064902,user_14,login,/api/data,10.0.0.2,success
2026-09-02T18:31:10.064902,user_2,login,/api/profile,10.0.1.50,success
