timestamp,user_id,event_type,resource,src_ip,status
2026-07-29T19:48:33.073472,user_sleepy,login,/api/login,10.0.0.2,success
2026-09-02T03:15:33.073472,user_nightowl,login,/api/login,10.0.0.15,success
2026-09-02T19:48:33.073472,user_9,login,/api/profile,10.0.0.1,success
2026-09-02T19:49:33.073472,user_20,login,/api/data,10.0.0.2,success
2026-09-02T19:51:33.073472,user_7,logout,/api/profile,10.0.0.2,success
2026-09-02T19:54:33.073472,user_5,login,/api/data,10.0.1.50,success
2026-09-02T20:04:33.073472,user_7,write,/api/data,10.0.1.50,success
2026-09-02T20:08:33.073472,user_3,logout,/api/data,10.0.0.2,success
2026-09-02T20:09:33.073472,user_15,write,/api/profile,10.0.0.2,success
2026-09-02T20:14:33.073472,user_3,login,/api/profile,10.0.0.1,failed
2026-09-02T20:23:33.073472,user_10,read,/api/data,10.0.0.1,success
2026-09-02T20:30:33.073472,user_9,write,/api/profile,10.0.0.2,success
2026-09-02T20:35:33.073472,user_11,login,/api/data,10.0.0.2,success
2026-09-02T20:37:33.073472,user_16,login,/api/data,10.0.1.50,success
2026-09-02T20:46:33.073472,user_13,write,/api/data,10.0.0.2,success
2026-09-02T20:49:33.073472,user_10,logout,/api/profile,10.0.0.2,success
2026-09-02T20:58:33.073472,user_4,read,/api/profile,10.0.1.50,success
2026-09-02T21:02:33.073472,user_15,login,/api/profile,10.0.1.50,success
2026-09-02T21:06:33.073472,user_18,write,/api/profile,10.0.1.50,success
2026-09-02T21:16:33.073472,user_6,write,/api/data,10.0.1.50,success
2026-09-02T21:21:33.073472,user_3,logout,/api/profile,10.0.0.1,success
2026-09-02T21:22:33.073472,user_1,logout,/api/profile,10.0.0.1,success
2026-09-02T21:27:33.073472,user_12,read,/api/data,10.0.0.2,success
2026-09-02T21:32:33.073472,user_19,login,/api/profile,10.0.0.2,success
2026-09-02T21:41:33.073472,user_8,read,/api/profile,10.0.1.50,success
2026-09-02T21:45:33.073472,user_13,login,/api/profile,10.0.0.2,success
2026-09-02T21:49:33.073472,user_7,logout,/api/profile,10.0.0.1,success
2026-09-02T21:52:33.073472,user_8,login,/api/data,10.0.0.2,success
2026-09-02T21:56:33.073472,user_10,logout,/api/profile,10.0.0.1,success
2026-09-02T22:06:33.073472,user_4,read,/api/data,10.0.0.2,failed
2026-09-02T22:16:33.073472,user_19,read,/api/data,10.0.0.1,success
2026-09-02T22:26:33.073472,user_4,read,/api/profile,10.0.0.1,success
2026-09-02T22:31:33.073472,user_7,read,/api/profile,10.0.1.50,success
2026-09-02T22:41:33.073472,user_1,read,/api/data,10.0.0.2,success
2026-09-02T22:45:33.073472,user_1,read,/api/data,10.0.1.50,success
2026-09-02T22:54:33.073472,user_4,read,/api/data,10.0.0.2,success
2026-09-02T22:55:33.073472,user_11,read,/api/profile,10.0.1.50,success
2026-09-02T23:05:33.073472,user_5,read,/api/data,10.0.0.1,success
2026-09-02T23:14:33.073472,user_3,write,/api/data,10.0.0.2,success
2026-09-02T23:17:33.073472,user_18,logout,/api/data,10.0.1.50,success
2026-09-02T23:21:33.073472,user_4,write,/api/data,10.0.0.1,failed
2026-09-02T23:23:33.073472,user_4,login,/api/data,10.0.0.1,success
2026-09-02T23:24:33.073472,user_20,read,/api/profile,10.0.1.50,failed
2026-09-02T23:25:33.073472,user_16,write,/api/data,10.0.0.1,success
2026-09-02T23:34:33.073472,user_6,login,/api/data,10.0.0.2,success
2026-09-02T23:38:33.073472,user_18,read,/api/profile,10.0.0.1,success
2026-09-02T23:42:33.073472,user_18,read,/api/profile,10.0.0.2,success
2026-09-02T23:43:33.073472,user_14,write,/api/data,10.0.1.50,success
2026-09-02T23:44:33.073472,user_13,read,/api/data,10.0.0.2,success
2026-09-02T23:48:33.073472,user_8,write,/api/profile,10.0.1.50,success
2026-09-02T23:55:33.073472,user_8,read,/api/profile,10.0.0.2,success
2026-09-03T00:02:33.073472,user_20,login,/api/data,10.0.0.1,success
2026-09-03T00:06:33.073472,user_7,write,/api/data,10.0.0.2,success
2026-09-03T00:09:33.073472,user_15,write,/api/data,10.0.1.50,success
2026-09-03T00:18:33.073472,user_17,read,/api/data,10.0.0.1,success
2026-09-03T00:25:33.073472,user_13,logout,/api/data,10.0.1.50,success
2026-09-03T00:28:33.073472,user_16,login,/api/data,10.0.0.2,success
2026-09-03T00:31:33.073472,user_16,write,/api/data,10.0.0.2,success
2026-09-03T00:38:33.073472,user_8,login,/api/profile,10.0.1.50,success
2026-09-03T00:48:33.073472,user_15,write,/api/profile,10.0.1.50,success
2026-09-03T00:50:33.073472,user_4,login,/api/profile,10.0.0.2,success
2026-09-03T01:00:33.073472,user_2,logout,/api/data,10.0.0.1,success
2026-09-03T01:02:33.073472,user_14,write,/api/data,10.0.1.50,success
2026-09-03T01:09:33.073472,user_4,login,/api/data,10.0.0.2,success
2026-09-03T01:15:33.073472,user_5,write,/api/data,10.0.0.2,success
2026-09-03T01:18:33.073472,user_6,login,/api/profile,10.0.0.1,success
2026-09-03T01:20:33.073472,user_13,logout,/api/profile,10.0.1.50,success
2026-09-03T01:22:33.073472,user_14,read,/api/profile,10.0.0.2,success
2026-09-03T01:29:33.073472,user_2,write,/api/profile,10.0.0.1,success
2026-09-03T01:39:33.073472,user_7,read,/api/data,10.0.1.50,success
2026-09-03T01:41:33.073472,user_12,write,/api/data,10.0.0.2,success
2026-09-03T01:51:33.073472,user_14,login,/api/profile,10.0.0.1,success
2026-09-03T01:59:33.073472,user_15,read,/api/data,10.0.0.1,success
2026-09-03T02:04:33.073472,user_5,read,/api/profile,10.0.0.2,success
2026-09-03T02:12:33.073472,user_18,write,/api/data,10.0.0.2,success
2026-09-03T02:20:33.073472,user_19,login,/api/data,10.0.0.1,success
2026-09-03T02:23:33.073472,user_1,write,/api/data,10.0.1.50,success
2026-09-03T02:31:33.073472,user_9,logout,/api/data,10.0.0.1,success
2026-09-03T02:34:33.073472,user_12,write,/api/data,10.0.0.2,success
2026-09-03T02:38:33.073472,user_17,logout,/api/profile,10.0.1.50,success
2026-09-03T02:39:33.073472,user_1,write,/api/profile,10.0.0.1,failed
2026-09-03T02:46:33.073472,user_1,read,/api/data,10.0.0.1,success
2026-09-03T02:55:33.073472,user_2,logout,/api/profile,10.0.1.50,success
2026-09-03T03:01:33.073472,user_13,read,/api/profile,10.0.0.2,success
2026-09-03T03:09:33.073472,user_15,write,/api/profile,10.0.0.2,success
2026-09-03T03:15:33.073472,user_18,write,/api/data,10.0.0.1,success
2026-09-03T03:25:33.073472,user_2,write,/api/data,10.0.0.2,success
2026-09-03T03:34:33.073472,user_9,logout,/api/profile,10.0.1.50,success
